Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[103]    0.0    0.00    0.00    1044         _ZNSt16allocator_traitsISaISsEE12_S_constructISsIRKSsEEENSt9enable_ifIXsrNS1_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS0_PS7_DpOS8_ [103]
                0.00    0.00    1044/3258        std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&) [66]
-----------------------------------------------
                0.00    0.00     126/1044        _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJRKSsEEEvDpOT_ [126]
                0.00    0.00     918/1044        std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [105]
[104]    0.0    0.00    0.00    1044         _ZNSt16allocator_traitsISaISsEE9constructISsIRKSsEEEvRS0_PT_DpOT0_ [104]
                0.00    0.00    1044/3258        std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&) [66]
-----------------------------------------------
                0.00    0.00    1044/1044        DataSet::DataSet(unsigned int, std::string const&, float, DataSet const*) [6]
[105]    0.0    0.00    0.00    1044         std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [105]
                0.00    0.00     918/1044        _ZN9__gnu_cxx13new_allocatorISsE9constructISsIRKSsEEEvPT_DpOT0_ [102]
                0.00    0.00     918/1044        _ZNSt16allocator_traitsISaISsEE12_S_constructISsIRKSsEEENSt9enable_ifIXsrNS1_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS0_PS7_DpOS8_ [103]
                0.00    0.00     918/1044        _ZNSt16allocator_traitsISaISsEE9constructISsIRKSsEEEvRS0_PT_DpOT0_ [104]
-----------------------------------------------
                0.00    0.00    1026/1026        _ZNSt5dequeIiSaIiEE12emplace_backIJiEEEvDpOT_ [107]
[106]    0.0    0.00    0.00    1026         _ZN9__gnu_cxx13new_allocatorIiE9constructIiJiEEEvPT_DpOT0_ [106]
                0.00    0.00    1026/2060        int&& std::forward<int>(std::remove_reference<int>::type&) [88]
                0.00    0.00    1026/5935611     std::char_traits<char>::length(char const*) [33]
-----------------------------------------------
                0.00    0.00    1026/1026        DataSet::sort(unsigned int) [3]
[107]    0.0    0.00    0.00    1026         _ZNSt5dequeIiSaIiEE12emplace_backIJiEEEvDpOT_ [107]
                0.00    0.00    1026/2060        int&& std::forward<int>(std::remove_reference<int>::type&) [88]
                0.00    0.00    1026/1026        _ZN9__gnu_cxx13new_allocatorIiE9constructIiJiEEEvPT_DpOT0_ [106]
-----------------------------------------------
                0.00    0.00    1026/1026        DataSet::sort(unsigned int) [3]
[108]    0.0    0.00    0.00    1026         std::deque<int, std::allocator<int> >::push_back(int&&) [108]
                0.00    0.00    1026/2052        std::remove_reference<int&>::type&& std::move<int&>(int&) [89]
-----------------------------------------------
                0.00    0.00    1026/1026        DataSet::sort(unsigned int) [3]
[109]    0.0    0.00    0.00    1026         std::stack<int, std::deque<int, std::allocator<int> > >::push(int&&) [109]
                0.00    0.00    1026/2052        std::remove_reference<int&>::type&& std::move<int&>(int&) [89]
-----------------------------------------------
                0.00    0.00       7/304         _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJSsEEEvDpOT_ [218]
                0.00    0.00      19/304         std::vector<std::string, std::allocator<std::string> >::~vector() [194]
                0.00    0.00      19/304         std::vector<NominalFeature, std::allocator<NominalFeature> >::~vector() [192]
                0.00    0.00     126/304         _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJRKSsEEEvDpOT_ [126]
                0.00    0.00     133/304         void std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_emplace_back_aux<NominalFeature const&>(NominalFeature const&) [5]
[110]    0.0    0.00    0.00     304         DataSet::print() const [110]
-----------------------------------------------
                0.00    0.00      38/304         std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [155]
                0.00    0.00     133/304         std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned long, char const*) const [121]
                0.00    0.00     133/304         std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_check_len(unsigned long, char const*) const [120]
[111]    0.0    0.00    0.00     304         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [111]
-----------------------------------------------
                0.00    0.00     266/266         std::move_iterator<std::string*> std::__make_move_if_noexcept_iterator<std::string*, std::move_iterator<std::string*> >(std::string*) [114]
[112]    0.0    0.00    0.00     266         std::move_iterator<std::string*>::move_iterator(std::string*) [112]
-----------------------------------------------
                0.00    0.00     266/266         DataSet::sort(unsigned int) [3]
[113]    0.0    0.00    0.00     266         NominalFeature* std::__make_move_if_noexcept_iterator<NominalFeature*, NominalFeature*>(NominalFeature*) [113]
-----------------------------------------------
                0.00    0.00     266/266         DataSet::~DataSet() [119]
[114]    0.0    0.00    0.00     266         std::move_iterator<std::string*> std::__make_move_if_noexcept_iterator<std::string*, std::move_iterator<std::string*> >(std::string*) [114]
                0.00    0.00     266/266         std::move_iterator<std::string*>::move_iterator(std::string*) [112]
-----------------------------------------------
                0.00    0.00      19/152         std::vector<NominalFeature, std::allocator<NominalFeature> >::~vector() [192]
                0.00    0.00     133/152         void std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_emplace_back_aux<NominalFeature const&>(NominalFeature const&) [5]
[115]    0.0    0.00    0.00     152         void std::_Destroy_aux<false>::__destroy<NominalFeature*>(NominalFeature*, NominalFeature*) [115]
                0.00    0.00    2299/3496        NominalFeature* std::__addressof<NominalFeature>(NominalFeature&) [63]
                0.00    0.00    2299/2357        NominalFeature::~NominalFeature() [68]
                0.00    0.00    2299/2299        void std::_Destroy<NominalFeature>(NominalFeature*) [86]
-----------------------------------------------
                0.00    0.00       7/152         _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJSsEEEvDpOT_ [218]
                0.00    0.00      19/152         std::vector<std::string, std::allocator<std::string> >::~vector() [194]
                0.00    0.00     126/152         _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJRKSsEEEvDpOT_ [126]
[116]    0.0    0.00    0.00     152         void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [116]
                0.00    0.00    2299/3496        std::string* std::__addressof<std::string>(std::string&) [64]
                0.00    0.00    2299/2299        void std::_Destroy<std::string>(std::string*) [87]
-----------------------------------------------
                0.00    0.00      19/152         std::vector<NominalFeature, std::allocator<NominalFeature> >::~vector() [192]
                0.00    0.00     133/152         void std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_emplace_back_aux<NominalFeature const&>(NominalFeature const&) [5]
[117]    0.0    0.00    0.00     152         void std::_Destroy<NominalFeature*>(NominalFeature*, NominalFeature*) [117]
-----------------------------------------------
                0.00    0.00       7/152         _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJSsEEEvDpOT_ [218]
                0.00    0.00      19/152         std::vector<std::string, std::allocator<std::string> >::~vector() [194]
                0.00    0.00     126/152         _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJRKSsEEEvDpOT_ [126]
[118]    0.0    0.00    0.00     152         void std::_Destroy<std::string*>(std::string*, std::string*) [118]
-----------------------------------------------
                                 133             DataSet::~DataSet() [119]
                0.00    0.00       7/151         _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJSsEEEvDpOT_ [218]
                0.00    0.00      18/151         BinaryTree::deallocateMemory(DataSet*) [210]
                0.00    0.00     126/151         _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJRKSsEEEvDpOT_ [126]
[119]    0.0    0.00    0.00     151+133     DataSet::~DataSet() [119]
                0.00    0.00     266/266         std::move_iterator<std::string*> std::__make_move_if_noexcept_iterator<std::string*, std::move_iterator<std::string*> >(std::string*) [114]
                0.00    0.00     133/133         std::string* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [123]
                0.00    0.00     133/133         std::string* std::uninitialized_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [125]
                0.00    0.00      76/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00      19/19          std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [187]
                0.00    0.00      19/19          std::vector<std::string, std::allocator<std::string> >::~vector() [194]
                0.00    0.00      19/19          std::_Vector_base<NominalFeature, std::allocator<NominalFeature> >::~_Vector_base() [184]
                0.00    0.00      19/19          std::vector<NominalFeature, std::allocator<NominalFeature> >::~vector() [192]
                                 133             DataSet::~DataSet() [119]
-----------------------------------------------
                0.00    0.00     133/133         void std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_emplace_back_aux<NominalFeature const&>(NominalFeature const&) [5]
[120]    0.0    0.00    0.00     133         std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_check_len(unsigned long, char const*) const [120]
                0.00    0.00     665/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00     133/304         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [111]
-----------------------------------------------
                0.00    0.00       7/133         _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJSsEEEvDpOT_ [218]
                0.00    0.00     126/133         _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJRKSsEEEvDpOT_ [126]
[121]    0.0    0.00    0.00     133         std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned long, char const*) const [121]
                0.00    0.00     665/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00     133/304         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [111]
-----------------------------------------------
                0.00    0.00     133/133         void std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_emplace_back_aux<NominalFeature const&>(NominalFeature const&) [5]
[122]    0.0    0.00    0.00     133         NominalFeature* std::__uninitialized_copy<false>::__uninit_copy<NominalFeature*, NominalFeature*>(NominalFeature*, NominalFeature*, NominalFeature*) [122]
                0.00    0.00    1197/2299        NominalFeature::NominalFeature(NominalFeature const&) [77]
                0.00    0.00    1197/1197        _ZSt10_ConstructI14NominalFeatureJRS0_EEvPT_DpOT0_ [96]
                0.00    0.00    1197/3496        NominalFeature* std::__addressof<NominalFeature>(NominalFeature&) [63]
-----------------------------------------------
                0.00    0.00     133/133         DataSet::~DataSet() [119]
[123]    0.0    0.00    0.00     133         std::string* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [123]
                0.00    0.00    1330/1330        bool std::operator!=<std::string*>(std::move_iterator<std::string*> const&, std::move_iterator<std::string*> const&) [92]
                0.00    0.00    1197/1255        std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [93]
                0.00    0.00    1197/1197        std::move_iterator<std::string*>::operator*() const [94]
                0.00    0.00    1197/1197        _ZSt10_ConstructISsJSsEEvPT_DpOT0_ [97]
                0.00    0.00    1197/3496        std::string* std::__addressof<std::string>(std::string&) [64]
                0.00    0.00    1197/1197        std::move_iterator<std::string*>::operator++() [95]
-----------------------------------------------
                0.00    0.00     133/133         void std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_emplace_back_aux<NominalFeature const&>(NominalFeature const&) [5]
[124]    0.0    0.00    0.00     133         NominalFeature* std::uninitialized_copy<NominalFeature*, NominalFeature*>(NominalFeature*, NominalFeature*, NominalFeature*) [124]
-----------------------------------------------
                0.00    0.00     133/133         DataSet::~DataSet() [119]
[125]    0.0    0.00    0.00     133         std::string* std::uninitialized_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [125]
-----------------------------------------------
                0.00    0.00     126/126         DataSet::DataSet(unsigned int, std::string const&, float, DataSet const*) [6]
[126]    0.0    0.00    0.00     126         _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJRKSsEEEvDpOT_ [126]
                0.00    0.00     612/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00     126/133         std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned long, char const*) const [121]
                0.00    0.00     126/3258        std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&) [66]
                0.00    0.00     126/1044        _ZN9__gnu_cxx13new_allocatorISsE9constructISsIRKSsEEEvPT_DpOT0_ [102]
                0.00    0.00     126/1044        _ZNSt16allocator_traitsISaISsEE12_S_constructISsIRKSsEEENSt9enable_ifIXsrNS1_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS0_PS7_DpOS8_ [103]
                0.00    0.00     126/1044        _ZNSt16allocator_traitsISaISsEE9constructISsIRKSsEEEvRS0_PT_DpOT0_ [104]
                0.00    0.00     126/151         DataSet::~DataSet() [119]
                0.00    0.00     126/152         void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [116]
                0.00    0.00     126/152         void std::_Destroy<std::string*>(std::string*, std::string*) [118]
                0.00    0.00     126/304         DataSet::print() const [110]
-----------------------------------------------
                0.00    0.00     114/114         void std::swap<std::_Deque_iterator<int, int&, int*> >(std::_Deque_iterator<int, int&, int*>&, std::_Deque_iterator<int, int&, int*>&) [169]
[127]    0.0    0.00    0.00     114         std::remove_reference<std::_Deque_iterator<int, int&, int*>&>::type&& std::move<std::_Deque_iterator<int, int&, int*>&>(std::_Deque_iterator<int, int&, int*>&) [127]
-----------------------------------------------
                0.00    0.00      38/114         _ZNSt13_Rb_tree_nodeISt4pairIKSsiEEC2IJRKS2_EEEDpOT_ [157]
                0.00    0.00      38/114         _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsiEEE9constructIS5_IRKS4_EEEvPT_DpOT0_ [153]
                0.00    0.00      38/114         std::_Rb_tree_node<std::pair<std::string const, int> >* std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_create_node<std::pair<std::string const, int> const&>(std::pair<std::string const, int> const&) [165]
[128]    0.0    0.00    0.00     114         std::pair<std::string const, int> const& std::forward<std::pair<std::string const, int> const&>(std::remove_reference<std::pair<std::string const, int> const&>::type&) [128]
-----------------------------------------------
                0.00    0.00      38/114         std::_Rb_tree_node<std::pair<int const, std::string> >::_Rb_tree_node<std::pair<int const, std::string> const&>(std::pair<int const, std::string> const&) [158]
                0.00    0.00      38/114         _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKiSsEEE9constructIS5_JRKS4_EEEvPT_DpOT0_ [154]
                0.00    0.00      38/114         _ZNSt8_Rb_treeIiSt4pairIKiSsESt10_Select1stIS2_ESt4lessIiESaIS2_EE14_M_create_nodeIJRKS2_EEEPSt13_Rb_tree_nodeIS2_EDpOT_ [167]
[129]    0.0    0.00    0.00     114         std::pair<int const, std::string> const& std::forward<std::pair<int const, std::string> const&>(std::remove_reference<std::pair<int const, std::string> const&>::type&) [129]
-----------------------------------------------
                0.00    0.00      76/76          std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [155]
[130]    0.0    0.00    0.00      76         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [130]
                0.00    0.00      76/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00      76/76          std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [131]
-----------------------------------------------
                0.00    0.00      76/76          std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [130]
[131]    0.0    0.00    0.00      76         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [131]
-----------------------------------------------
                0.00    0.00      19/76          std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl() [177]
                0.00    0.00      19/76          std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl(std::allocator<int>&&) [178]
                0.00    0.00      19/76          std::_Deque_base<int, std::allocator<int> >::_Deque_base() [180]
                0.00    0.00      19/76          std::_Deque_base<int, std::allocator<int> >::_Deque_base(std::_Deque_base<int, std::allocator<int> >&&) [181]
[132]    0.0    0.00    0.00      76         std::_Deque_iterator<int, int&, int*>::_Deque_iterator() [132]
-----------------------------------------------
                0.00    0.00       1/58          DataSet::processNominalFeature(std::string const&) [23]
                0.00    0.00      57/58          DataSet::processNumericFeature(std::string const&) [20]
[133]    0.0    0.00    0.00      58         NominalFeature::NominalFeature(std::string const&) [133]
                0.00    0.00      58/2357        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree_impl<std::less<std::string>, true>::_M_initialize() [71]
                0.00    0.00      58/58          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree_impl<std::less<std::string>, true>::_Rb_tree_impl() [141]
                0.00    0.00      58/58          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree() [142]
                0.00    0.00      58/58          std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::map() [137]
                0.00    0.00      58/2357        std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_Rb_tree_impl<std::less<int>, true>::_M_initialize() [74]
                0.00    0.00      58/58          std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [143]
                0.00    0.00      58/58          std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_Rb_tree() [144]
                0.00    0.00      58/58          std::map<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::map() [138]
-----------------------------------------------
                0.00    0.00       7/58          _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJSsEEEvDpOT_ [218]
                0.00    0.00      51/58          void std::vector<std::string, std::allocator<std::string> >::emplace_back<std::string>(std::string&&) [139]
[134]    0.0    0.00    0.00      58         _ZN9__gnu_cxx13new_allocatorISsE9constructISsJSsEEEvPT_DpOT0_ [134]
                0.00    0.00      58/1440        std::string&& std::forward<std::string>(std::remove_reference<std::string>::type&) [90]
                0.00    0.00      58/5935611     std::char_traits<char>::length(char const*) [33]
-----------------------------------------------
                0.00    0.00       7/58          _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJSsEEEvDpOT_ [218]
                0.00    0.00      51/58          void std::vector<std::string, std::allocator<std::string> >::emplace_back<std::string>(std::string&&) [139]
[135]    0.0    0.00    0.00      58         _ZNSt16allocator_traitsISaISsEE12_S_constructISsJSsEEENSt9enable_ifIXsrNS1_18__construct_helperIT_JDpT0_EEE5valueEvE4typeERS0_PS5_DpOS6_ [135]
                0.00    0.00      58/1440        std::string&& std::forward<std::string>(std::remove_reference<std::string>::type&) [90]
-----------------------------------------------
                0.00    0.00       7/58          _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJSsEEEvDpOT_ [218]
                0.00    0.00      51/58          void std::vector<std::string, std::allocator<std::string> >::emplace_back<std::string>(std::string&&) [139]
[136]    0.0    0.00    0.00      58         _ZNSt16allocator_traitsISaISsEE9constructISsISsEEEvRS0_PT_DpOT0_ [136]
                0.00    0.00      58/1440        std::string&& std::forward<std::string>(std::remove_reference<std::string>::type&) [90]
-----------------------------------------------
                0.00    0.00      58/58          NominalFeature::NominalFeature(std::string const&) [133]
[137]    0.0    0.00    0.00      58         std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::map() [137]
-----------------------------------------------
                0.00    0.00      58/58          NominalFeature::NominalFeature(std::string const&) [133]
[138]    0.0    0.00    0.00      58         std::map<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::map() [138]
-----------------------------------------------
                0.00    0.00      58/58          DataSet::readHeader(std::string const&) [18]
[139]    0.0    0.00    0.00      58         void std::vector<std::string, std::allocator<std::string> >::emplace_back<std::string>(std::string&&) [139]
                0.00    0.00      58/1440        std::string&& std::forward<std::string>(std::remove_reference<std::string>::type&) [90]
                0.00    0.00      51/58          _ZN9__gnu_cxx13new_allocatorISsE9constructISsJSsEEEvPT_DpOT0_ [134]
                0.00    0.00      51/58          _ZNSt16allocator_traitsISaISsEE12_S_constructISsJSsEEENSt9enable_ifIXsrNS1_18__construct_helperIT_JDpT0_EEE5valueEvE4typeERS0_PS5_DpOS6_ [135]
                0.00    0.00      51/58          _ZNSt16allocator_traitsISaISsEE9constructISsISsEEEvRS0_PT_DpOT0_ [136]
-----------------------------------------------
                0.00    0.00      58/58          DataSet::readHeader(std::string const&) [18]
[140]    0.0    0.00    0.00      58         std::vector<std::string, std::allocator<std::string> >::push_back(std::string&&) [140]
                0.00    0.00      58/1255        std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [93]
-----------------------------------------------
                0.00    0.00      58/58          NominalFeature::NominalFeature(std::string const&) [133]
[141]    0.0    0.00    0.00      58         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree_impl<std::less<std::string>, true>::_Rb_tree_impl() [141]
-----------------------------------------------
                0.00    0.00      58/58          NominalFeature::NominalFeature(std::string const&) [133]
[142]    0.0    0.00    0.00      58         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree() [142]
-----------------------------------------------
                0.00    0.00      58/58          NominalFeature::NominalFeature(std::string const&) [133]
[143]    0.0    0.00    0.00      58         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [143]
-----------------------------------------------
                0.00    0.00      58/58          NominalFeature::NominalFeature(std::string const&) [133]
[144]    0.0    0.00    0.00      58         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_Rb_tree() [144]
-----------------------------------------------
                0.00    0.00      57/57          void std::swap<int**>(int**&, int**&) [208]
[145]    0.0    0.00    0.00      57         std::remove_reference<int**&>::type&& std::move<int**&>(int**&) [145]
-----------------------------------------------
                0.00    0.00      57/57          void std::swap<unsigned long>(unsigned long&, unsigned long&) [209]
[146]    0.0    0.00    0.00      57         std::remove_reference<unsigned long&>::type&& std::move<unsigned long&>(unsigned long&) [146]
-----------------------------------------------
                0.00    0.00      40/40          DataSet::getFeatureName(unsigned int) const [47]
[147]    0.0    0.00    0.00      40         std::_Rb_tree_node<std::pair<std::string const, int> >::~_Rb_tree_node() [147]
-----------------------------------------------
                0.00    0.00      40/40          DataSet::getFeatureName(unsigned int) const [47]
[148]    0.0    0.00    0.00      40         std::_Rb_tree_node<std::pair<int const, std::string> >::~_Rb_tree_node() [148]
-----------------------------------------------
                0.00    0.00      40/40          DataSet::getFeatureName(unsigned int) const [47]
[149]    0.0    0.00    0.00      40         std::pair<std::string const, int>::~pair() [149]
-----------------------------------------------
                0.00    0.00      40/40          DataSet::getFeatureName(unsigned int) const [47]
[150]    0.0    0.00    0.00      40         std::pair<int const, std::string>::~pair() [150]
-----------------------------------------------
                0.00    0.00       2/40          _ZNSt8_Rb_treeISsSt4pairIKSsiESt10_Select1stIS2_ESt4lessISsESaIS2_EE14_M_create_nodeIJS0_ISsiEEEEPSt13_Rb_tree_nodeIS2_EDpOT_ [240]
                0.00    0.00      38/40          std::_Rb_tree_node<std::pair<std::string const, int> >* std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_create_node<std::pair<std::string const, int> const&>(std::pair<std::string const, int> const&) [165]
[151]    0.0    0.00    0.00      40         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_Node_allocator() [151]
-----------------------------------------------
                0.00    0.00       2/40          std::_Rb_tree_node<std::pair<int const, std::string> >* std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_create_node<std::pair<int, std::string> >(std::pair<int, std::string>&&) [243]
                0.00    0.00      38/40          _ZNSt8_Rb_treeIiSt4pairIKiSsESt10_Select1stIS2_ESt4lessIiESaIS2_EE14_M_create_nodeIJRKS2_EEEPSt13_Rb_tree_nodeIS2_EDpOT_ [167]
[152]    0.0    0.00    0.00      40         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_get_Node_allocator() [152]
-----------------------------------------------
                0.00    0.00      38/38          std::_Rb_tree_node<std::pair<std::string const, int> >* std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_create_node<std::pair<std::string const, int> const&>(std::pair<std::string const, int> const&) [165]
[153]    0.0    0.00    0.00      38         _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsiEEE9constructIS5_IRKS4_EEEvPT_DpOT0_ [153]
                0.00    0.00      38/114         std::pair<std::string const, int> const& std::forward<std::pair<std::string const, int> const&>(std::remove_reference<std::pair<std::string const, int> const&>::type&) [128]
                0.00    0.00      38/5935611     std::char_traits<char>::length(char const*) [33]
-----------------------------------------------
                0.00    0.00      38/38          _ZNSt8_Rb_treeIiSt4pairIKiSsESt10_Select1stIS2_ESt4lessIiESaIS2_EE14_M_create_nodeIJRKS2_EEEPSt13_Rb_tree_nodeIS2_EDpOT_ [167]
[154]    0.0    0.00    0.00      38         _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKiSsEEE9constructIS5_JRKS4_EEEvPT_DpOT0_ [154]
                0.00    0.00      38/114         std::pair<int const, std::string> const& std::forward<std::pair<int const, std::string> const&>(std::remove_reference<std::pair<int const, std::string> const&>::type&) [129]
                0.00    0.00      38/5935611     std::char_traits<char>::length(char const*) [33]
-----------------------------------------------
                0.00    0.00       1/38          DataSet::DataSet(std::string const&) [7]
                0.00    0.00      18/38          DataSet::DataSet(unsigned int, std::string const&, float, DataSet const*) [6]
                0.00    0.00      19/38          std::_Deque_base<int, std::allocator<int> >::_Deque_base(std::_Deque_base<int, std::allocator<int> >&&) [181]
[155]    0.0    0.00    0.00      38         std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [155]
                0.00    0.00     152/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00      76/76          std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [130]
                0.00    0.00      38/304         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [111]
-----------------------------------------------
                0.00    0.00      38/38          std::deque<int, std::allocator<int> >::~deque() [170]
[156]    0.0    0.00    0.00      38         std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [156]
                0.00    0.00      38/5935611     std::char_traits<char>::length(char const*) [33]
-----------------------------------------------
